Date,Team1,Team2,City
2/19/2008,India,Sri Lanka,
2/22/2008,Australia,Sri Lanka,
2/24/2008,Australia,India,
2/26/2008,India,Sri Lanka,Hobart
2/29/2008,Australia,Sri Lanka,
3/2/2008,Australia,India,
3/4/2008,Australia,India,Brisbane
6/23/2007,Ireland,India,Belfast
6/24/2007,Ireland,South Africa,Belfast
6/26/2007,India,South Africa,Belfast
6/29/2007,India,South Africa,Belfast
7/1/2007,India,South Africa,Belfast
7/20/2007,Sri Lanka,Bangladesh,Colombo
7/23/2007,Sri Lanka,Bangladesh,Colombo
7/25/2007,Sri Lanka,Bangladesh,Colombo
7/13/2007,Netherlands,Scotland,Belfast
7/14/2007,Ireland,West Indies,Dublin
10/18/2007,Kenya,Canada,Nairobi
10/20/2007,Kenya,Canada,Nairobi
6/13/2008,England,New Zealand,Manchester
6/18/2008,England,New Zealand,Birmingham
6/21/2008,England,New Zealand,Bristol
6/25/2008,England,New Zealand,London
6/28/2008,England,New Zealand,London
8/22/2008,England,South Africa,Leeds
8/26/2008,England,South Africa,Nottingham
8/29/2008,England,South Africa,London
8/31/2008,England,South Africa,London
9/29/2007,India,Australia,Bangalore
10/2/2007,India,Australia,Kochi
10/5/2007,India,Australia,Hyderabad
10/8/2007,India,Australia,Chandigarh
10/11/2007,India,Australia,Vadodara
10/14/2007,India,Australia,Nagpur
10/17/2007,India,Australia,Mumbai
10/20/2007,India,Australia,Mumbai
11/5/2007,India,Pakistan,Guwahati
11/8/2007,India,Pakistan,Chandigarh
11/11/2007,India,Pakistan,Kanpur
11/15/2007,India,Pakistan,Gwalior
11/18/2007,India,Pakistan,Jaipur
11/23/2007,South Africa,New Zealand,Johannesburg
11/25/2007,South Africa,New Zealand,Durban
11/30/2007,South Africa,New Zealand,Port Elizabeth
12/2/2007,South Africa,New Zealand,Cape Town
1/20/2008,South Africa,West Indies,Centurion
1/25/2008,South Africa,West Indies,Cape Town
1/27/2008,South Africa,West Indies,Port Elizabeth
2/1/2008,South Africa,West Indies,Durban
2/3/2008,South Africa,West Indies,Johannesburg
10/18/2007,Pakistan,South Africa,Lahore
10/20/2007,Pakistan,South Africa,Lahore
10/23/2007,Pakistan,South Africa,Faisalabad
10/26/2007,Pakistan,South Africa,
10/29/2007,Pakistan,South Africa,Lahore
12/26/2007,New Zealand,Bangladesh,Auckland
12/28/2007,New Zealand,Bangladesh,Napier
12/31/2007,New Zealand,Bangladesh,
2/9/2008,New Zealand,England,Wellington
2/12/2008,New Zealand,England,Hamilton
2/15/2008,New Zealand,England,Auckland
2/20/2008,New Zealand,England,Napier
2/23/2008,New Zealand,England,Christchurch
8/22/2007,Zimbabwe,South Africa,Bulawayo
8/25/2007,Zimbabwe,South Africa,
8/26/2007,Zimbabwe,South Africa,
10/25/2007,Kenya,Bermuda,Nairobi
10/27/2007,Kenya,Bermuda,Nairobi
10/28/2007,Kenya,Bermuda,Nairobi
11/30/2007,Zimbabwe,West Indies,
12/2/2007,Zimbabwe,West Indies,
12/7/2007,Zimbabwe,West Indies,Bulawayo
4/10/2008,West Indies,Sri Lanka,Trinidad
4/12/2008,West Indies,Sri Lanka,Trinidad
4/15/2008,West Indies,Sri Lanka,St Lucia
6/24/2008,West Indies,Australia,St Vincent
6/27/2008,West Indies,Australia,Grenada
6/29/2008,West Indies,Australia,Grenada
7/4/2008,West Indies,Australia,St Kitts
7/6/2008,West Indies,Australia,St Kitts
3/9/2008,Bangladesh,South Africa,
3/12/2008,Bangladesh,South Africa,Mirpur
3/14/2008,Bangladesh,South Africa,Mirpur
6/29/2008,Canada,Bermuda,King City
8/12/2008,Scotland,Kenya,Ayr
8/25/2008,Ireland,Kenya,Belfast
7/29/2008,Netherlands,Scotland,Dublin
7/31/2008,Ireland,Scotland,Dublin
10/17/2008,Ireland,Zimbabwe,Nairobi
1/21/2008,Pakistan,Zimbabwe,Karachi
1/24/2008,Pakistan,Zimbabwe,Sind
1/27/2008,Pakistan,Zimbabwe,
1/30/2008,Pakistan,Zimbabwe,Faisalabad
2/2/2008,Pakistan,Zimbabwe,
6/24/2008,Bangladesh,United Arab Emirates,Lahore
6/24/2008,Pakistan,Hong Kong,Karachi
6/25/2008,Bangladesh,Sri Lanka,Lahore
6/25/2008,Hong Kong,India,Karachi
6/26/2008,Sri Lanka,United Arab Emirates,Lahore
6/26/2008,Pakistan,India,Karachi
6/30/2008,Bangladesh,Sri Lanka,Karachi
7/2/2008,Pakistan,India,Karachi
7/3/2008,India,Sri Lanka,Karachi
7/4/2008,Pakistan,Bangladesh,Karachi
7/6/2008,India,Sri Lanka,Karachi
4/21/2008,Rajasthan Royals,Kings XI Punjab,Jaipur
4/22/2008,Deccan Chargers,Delhi Daredevils,Hyderabad
4/24/2008,Deccan Chargers,Rajasthan Royals,Hyderabad
4/26/2008,Royal Challengers Bangalore,Rajasthan Royals,Bangalore
4/26/2008,Chennai Super Kings,Kolkata Knight Riders,Chennai
4/29/2008,Kolkata Knight Riders,Mumbai Indians,Kolkata
5/1/2008,Rajasthan Royals,Kolkata Knight Riders,Jaipur
5/9/2008,Rajasthan Royals,Deccan Chargers,Jaipur
5/12/2008,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh
5/14/2008,Mumbai Indians,Chennai Super Kings,Mumbai
5/28/2008,Kings XI Punjab,Rajasthan Royals,Chandigarh
5/21/2008,Mumbai Indians,Kings XI Punjab,Mumbai
5/26/2008,Rajasthan Royals,Mumbai Indians,Jaipur
8/30/2008,Australia,Bangladesh,Darwin
9/3/2008,Australia,Bangladesh,Darwin
9/6/2008,Australia,Bangladesh,Darwin
8/18/2008,Sri Lanka,India,
8/20/2008,Sri Lanka,India,
8/24/2008,Sri Lanka,India,Colombo
8/29/2008,Sri Lanka,India,Colombo
4/8/2008,Pakistan,Bangladesh,Lahore
4/11/2008,Pakistan,Bangladesh,Faisalabad
4/13/2008,Pakistan,Bangladesh,Lahore
4/16/2008,Pakistan,Bangladesh,
4/19/2008,Pakistan,Bangladesh,Karachi
6/8/2008,Bangladesh,Pakistan,Mirpur
6/10/2008,India,Pakistan,Mirpur
6/12/2008,Bangladesh,India,Mirpur
6/14/2008,India,Pakistan,Mirpur
9/4/2009,England,Australia,London
9/6/2009,England,Australia,London
9/9/2009,England,Australia,Southampton
9/12/2009,England,Australia,London
9/17/2009,England,Australia,Nottingham
9/20/2009,England,Australia,Chester-le-Street
11/7/2008,South Africa,Bangladesh,Potchefstroom
4/3/2009,South Africa,Australia,Durban
4/5/2009,South Africa,Australia,Centurion
4/9/2009,South Africa,Australia,Cape Town
4/13/2009,South Africa,Australia,Port Elizabeth
4/17/2009,South Africa,Australia,Johannesburg
1/16/2009,Australia,South Africa,
1/18/2009,Australia,South Africa,Hobart
1/23/2009,Australia,South Africa,
1/26/2009,Australia,South Africa,
1/30/2009,Australia,South Africa,Perth
2/1/2009,Australia,New Zealand,Perth
2/6/2009,Australia,New Zealand,
2/8/2009,Australia,New Zealand,
2/10/2009,Australia,New Zealand,
2/13/2009,Australia,New Zealand,Brisbane
2/15/2009,Australia,New Zealand,
3/20/2009,West Indies,England,Guyana
3/22/2009,West Indies,England,Guyana
3/27/2009,West Indies,England,Barbados
3/29/2009,West Indies,England,Barbados
4/3/2009,West Indies,England,St Lucia
6/5/2009,England,Netherlands,London
6/6/2009,Australia,West Indies,London
6/6/2009,Bangladesh,India,Nottingham
6/14/2009,England,India,London
6/19/2009,Sri Lanka,West Indies,London
3/10/2009,England,India,Sydney
10/31/2008,South Africa,Kenya,Bloemfontein
11/14/2008,India,England,Rajkot
11/17/2008,India,England,Indore
11/20/2008,India,England,Kanpur
11/23/2008,India,England,Bangalore
11/26/2008,India,England,Cuttack
8/27/2008,Sri Lanka,India,Colombo
3/3/2009,New Zealand,India,Napier
3/11/2009,New Zealand,India,Hamilton
3/14/2009,New Zealand,India,Auckland
3/6/2009,New Zealand,India,Wellington
3/8/2009,New Zealand,India,Christchurch
12/31/2008,New Zealand,West Indies,
1/7/2009,New Zealand,West Indies,Wellington
11/12/2008,Pakistan,West Indies,Abu Dhabi
11/14/2008,Pakistan,West Indies,Abu Dhabi
11/20/2008,Zimbabwe,Sri Lanka,
11/22/2008,Zimbabwe,Sri Lanka,
11/24/2008,Zimbabwe,Sri Lanka,
11/30/2008,Zimbabwe,Sri Lanka,
6/26/2009,West Indies,India,Jamaica
6/28/2009,West Indies,India,Jamaica
7/3/2009,West Indies,India,St Lucia
7/5/2009,West Indies,India,St Lucia
1/14/2009,Bangladesh,Sri Lanka,Mirpur
1/23/2009,Bangladesh,Zimbabwe,Mirpur
5/24/2009,England,West Indies,Bristol
8/27/2009,Ireland,England,Belfast
6/29/2009,England,Australia,Chelmsford
1/31/2009,Kenya,Zimbabwe,Nairobi
1/20/2009,Pakistan,Sri Lanka,Karachi
1/21/2009,Pakistan,Sri Lanka,Karachi
1/24/2009,Pakistan,Sri Lanka,Lahore
1/28/2009,Sri Lanka,India,
1/31/2009,Sri Lanka,India,Colombo
2/3/2009,Sri Lanka,India,Colombo
2/5/2009,Sri Lanka,India,Colombo
2/8/2009,Sri Lanka,India,Colombo
11/22/2009,South Africa,England,Centurion
11/27/2009,South Africa,England,Cape Town
11/29/2009,South Africa,England,Port Elizabeth
4/1/2009,Ireland,Scotland,Benoni
4/8/2009,Canada,Scotland,Benoni
4/19/2009,Afghanistan,Scotland,Benoni
4/18/2009,Royal Challengers Bangalore,Rajasthan Royals,Cape Town
4/20/2009,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth
4/21/2009,Kings XI Punjab,Kolkata Knight Riders,Durban
4/26/2009,Royal Challengers Bangalore,Delhi Daredevils,Port Elizabeth
4/26/2009,Kings XI Punjab,Rajasthan Royals,Cape Town
4/27/2009,Chennai Super Kings,Deccan Chargers,Durban
5/1/2009,Royal Challengers Bangalore,Kings XI Punjab,Durban
5/3/2009,Royal Challengers Bangalore,Mumbai Indians,Johannesburg
5/4/2009,Chennai Super Kings,Deccan Chargers,East London
5/9/2009,Deccan Chargers,Kings XI Punjab,Kimberley
5/9/2009,Chennai Super Kings,Rajasthan Royals,Kimberley
5/10/2009,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth
5/12/2009,Royal Challengers Bangalore,Kolkata Knight Riders,Centurion
5/12/2009,Kings XI Punjab,Mumbai Indians,Centurion
5/13/2009,Deccan Chargers,Delhi Daredevils,Durban
5/17/2009,Deccan Chargers,Kings XI Punjab,Johannesburg
5/18/2009,Chennai Super Kings,Kolkata Knight Riders,Centurion
5/21/2009,Delhi Daredevils,Mumbai Indians,Centurion
5/22/2009,Delhi Daredevils,Deccan Chargers,Centurion
4/22/2009,Australia,Pakistan,
4/24/2009,Australia,Pakistan,
4/27/2009,Australia,Pakistan,Abu Dhabi
5/1/2009,Australia,Pakistan,Abu Dhabi
5/3/2009,Australia,Pakistan,Abu Dhabi
7/26/2009,West Indies,Bangladesh,Dominica
7/28/2009,West Indies,Bangladesh,Dominica
7/31/2009,West Indies,Bangladesh,St Kitts
8/2/2009,West Indies,Bangladesh,St Kitts
7/30/2009,Sri Lanka,Pakistan,
8/1/2009,Sri Lanka,Pakistan,
8/3/2009,Sri Lanka,Pakistan,
8/7/2009,Sri Lanka,Pakistan,Colombo
8/9/2009,Sri Lanka,Pakistan,Colombo
9/8/2009,Sri Lanka,New Zealand,Colombo
9/12/2009,Sri Lanka,India,Colombo
9/11/2009,India,New Zealand,Colombo
9/14/2009,Sri Lanka,India,Colombo
2/7/2010,Australia,West Indies,
2/9/2010,Australia,West Indies,
2/12/2010,Australia,West Indies,
2/14/2010,Australia,West Indies,Brisbane
2/19/2010,Australia,West Indies,
1/22/2010,Australia,Pakistan,Brisbane
1/24/2010,Australia,Pakistan,
1/26/2010,Australia,Pakistan,
1/29/2010,Australia,Pakistan,Perth
1/31/2010,Australia,Pakistan,Perth
8/9/2009,Zimbabwe,Bangladesh,Bulawayo
8/11/2009,Zimbabwe,Bangladesh,Bulawayo
8/14/2009,Zimbabwe,Bangladesh,Bulawayo
8/16/2009,Zimbabwe,Bangladesh,Bulawayo
8/18/2009,Zimbabwe,Bangladesh,Bulawayo
4/30/2010,West Indies,Ireland,Guyana
5/5/2010,Australia,Bangladesh,Barbados
5/6/2010,England,Pakistan,Barbados
5/8/2010,New Zealand,Pakistan,Barbados
5/8/2010,England,South Africa,Barbados
5/9/2010,West Indies,India,Barbados
5/14/2010,Australia,Pakistan,St Lucia
8/19/2009,Canada,Kenya,Toronto
9/22/2009,South Africa,Sri Lanka,Centurion
9/23/2009,Pakistan,West Indies,Johannesburg
9/24/2009,South Africa,New Zealand,Centurion
9/25/2009,England,Sri Lanka,Johannesburg
9/26/2009,Australia,West Indies,Johannesburg
9/26/2009,India,Pakistan,Centurion
9/27/2009,South Africa,England,Centurion
9/28/2009,Australia,India,Centurion
9/29/2009,England,New Zealand,Johannesburg
9/30/2009,India,West Indies,Johannesburg
10/2/2009,Australia,England,Centurion
10/3/2009,New Zealand,Pakistan,Johannesburg
10/5/2009,Australia,New Zealand,Centurion
10/25/2009,India,Australia,Vadodara
10/28/2009,India,Australia,Nagpur
10/31/2009,India,Australia,Delhi
11/2/2009,India,Australia,Chandigarh
11/5/2009,India,Australia,Hyderabad
11/8/2009,India,Australia,Guwahati
3/14/2010,Chennai Super Kings,Deccan Chargers,Chennai
3/15/2010,Rajasthan Royals,Delhi Daredevils,Ahmedabad
3/16/2010,Royal Challengers Bangalore,Kings XI Punjab,Bangalore
3/25/2010,Mumbai Indians,Chennai Super Kings,Mumbai
3/28/2010,Deccan Chargers,Mumbai Indians,Mumbai
3/30/2010,Mumbai Indians,Kings XI Punjab,Mumbai
4/2/2010,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh
4/3/2010,Chennai Super Kings,Rajasthan Royals,Chennai
4/4/2010,Kolkata Knight Riders,Kings XI Punjab,Kolkata
4/9/2010,Kings XI Punjab,Mumbai Indians,Chandigarh
4/10/2010,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore
4/13/2010,Chennai Super Kings,Kolkata Knight Riders,Chennai
4/21/2010,Royal Challengers Bangalore,Mumbai Indians,Mumbai
4/25/2010,Chennai Super Kings,Mumbai Indians,Mumbai
10/27/2009,Bangladesh,Zimbabwe,Mirpur
10/29/2009,Bangladesh,Zimbabwe,Mirpur
10/31/2009,Bangladesh,Zimbabwe,Mirpur
11/3/2009,Bangladesh,Zimbabwe,Chittagong
11/5/2009,Bangladesh,Zimbabwe,Chittagong
10/21/2009,South Africa,West Indies,Paarl
2/5/2010,New Zealand,Bangladesh,Napier
2/8/2010,New Zealand,Bangladesh,Dunedin
2/11/2010,New Zealand,Bangladesh,Christchurch
3/3/2010,New Zealand,Australia,Napier
3/6/2010,New Zealand,Australia,Auckland
3/9/2010,New Zealand,Australia,Hamilton
3/11/2010,New Zealand,Australia,Auckland
3/13/2010,New Zealand,Australia,Wellington
6/17/2010,Ireland,Australia,Dublin
6/22/2010,England,Australia,Southampton
6/27/2010,England,Australia,Manchester
6/30/2010,England,Australia,London
7/3/2010,England,Australia,London
7/8/2010,England,Bangladesh,Nottingham
7/10/2010,England,Bangladesh,Bristol
2/28/2010,Bangladesh,England,Mirpur
3/2/2010,Bangladesh,England,Mirpur
3/5/2010,Bangladesh,England,Chittagong
9/10/2010,England,Pakistan,Chester-le-Street
9/12/2010,England,Pakistan,Leeds
9/17/2010,England,Pakistan,London
9/20/2010,England,Pakistan,London
11/3/2009,New Zealand,Pakistan,Abu Dhabi
11/6/2009,New Zealand,Pakistan,Abu Dhabi
11/9/2009,New Zealand,Pakistan,Abu Dhabi
11/8/2009,South Africa,Zimbabwe,Benoni
11/10/2009,South Africa,Zimbabwe,Centurion
12/15/2009,India,Sri Lanka,Rajkot
12/18/2009,India,Sri Lanka,Nagpur
12/21/2009,India,Sri Lanka,Cuttack
12/24/2009,India,Sri Lanka,Kolkata
12/27/2009,India,Sri Lanka,Delhi
2/19/2011,Bangladesh,India,Mirpur
2/20/2011,Kenya,New Zealand,Chennai
2/20/2011,Sri Lanka,Canada,Hambantota
2/21/2011,Australia,Zimbabwe,Ahmedabad
2/22/2011,England,Netherlands,Nagpur
2/24/2011,South Africa,West Indies,Delhi
2/25/2011,Australia,New Zealand,Nagpur
2/25/2011,Bangladesh,Ireland,Mirpur
2/27/2011,India,England,Bangalore
2/28/2011,Netherlands,West Indies,Delhi
2/28/2011,Canada,Zimbabwe,Nagpur
3/1/2011,Sri Lanka,Kenya,Colombo
3/2/2011,England,Ireland,Bangalore
3/3/2011,Netherlands,South Africa,Chandigarh
3/3/2011,Canada,Pakistan,Colombo
3/4/2011,New Zealand,Zimbabwe,Ahmedabad
3/4/2011,Bangladesh,West Indies,Mirpur
3/5/2011,Sri Lanka,Australia,Colombo
3/6/2011,India,Ireland,Bangalore
3/6/2011,England,South Africa,Chennai
3/8/2011,New Zealand,Pakistan,
3/9/2011,India,Netherlands,Delhi
3/10/2011,Sri Lanka,Zimbabwe,
3/11/2011,Ireland,West Indies,Chandigarh
3/11/2011,Bangladesh,England,Chittagong
3/12/2011,India,South Africa,Nagpur
3/13/2011,Australia,Kenya,Bangalore
3/14/2011,Pakistan,Zimbabwe,
3/14/2011,Bangladesh,Netherlands,Chittagong
3/15/2011,Ireland,South Africa,Kolkata
3/16/2011,Australia,Canada,Bangalore
3/17/2011,England,West Indies,Chennai
3/18/2011,New Zealand,Sri Lanka,Mumbai
3/19/2011,Australia,Pakistan,Colombo
3/19/2011,Bangladesh,South Africa,Mirpur
3/20/2011,Kenya,Zimbabwe,Kolkata
3/20/2011,India,West Indies,Chennai
3/23/2011,Pakistan,West Indies,Mirpur
3/26/2011,Sri Lanka,England,Colombo
3/29/2011,Sri Lanka,New Zealand,Colombo
3/30/2011,India,Pakistan,Chandigarh
4/2/2011,India,Sri Lanka,Mumbai
1/4/2010,Bangladesh,Sri Lanka,Mirpur
1/5/2010,India,Sri Lanka,Mirpur
1/7/2010,Bangladesh,India,Mirpur
1/8/2010,Bangladesh,Sri Lanka,Mirpur
1/10/2010,India,Sri Lanka,Mirpur
1/11/2010,Bangladesh,India,Mirpur
1/13/2010,India,Sri Lanka,Mirpur
3/4/2010,West Indies,Zimbabwe,Guyana
3/6/2010,West Indies,Zimbabwe,Guyana
3/10/2010,West Indies,Zimbabwe,St Vincent
3/12/2010,West Indies,Zimbabwe,St Vincent
3/14/2010,West Indies,Zimbabwe,St Vincent
5/22/2010,West Indies,South Africa,Antigua
5/24/2010,West Indies,South Africa,Antigua
5/28/2010,West Indies,South Africa,Dominica
5/30/2010,West Indies,South Africa,Dominica
6/3/2010,West Indies,South Africa,Trinidad
2/21/2010,India,South Africa,Jaipur
2/24/2010,India,South Africa,Gwalior
2/27/2010,India,South Africa,Ahmedabad
11/3/2010,Australia,Sri Lanka,
11/5/2010,Australia,Sri Lanka,
11/7/2010,Australia,Sri Lanka,Brisbane
1/16/2011,Australia,England,
1/21/2011,Australia,England,Hobart
1/23/2011,Australia,England,
1/26/2011,Australia,England,
1/30/2011,Australia,England,Brisbane
2/2/2011,Australia,England,
2/6/2011,Australia,England,Perth
7/16/2010,Ireland,Bangladesh,Belfast
8/16/2010,Scotland,Afghanistan,Ayr
8/17/2010,Scotland,Afghanistan,Ayr
5/28/2010,Zimbabwe,India,Bulawayo
5/30/2010,India,Sri Lanka,Bulawayo
6/1/2010,Zimbabwe,Sri Lanka,Bulawayo
6/3/2010,Zimbabwe,India,
6/5/2010,India,Sri Lanka,
6/7/2010,Zimbabwe,Sri Lanka,
6/9/2010,Zimbabwe,Sri Lanka,
6/15/2010,Sri Lanka,Pakistan,
6/16/2010,Bangladesh,India,
6/18/2010,Sri Lanka,Bangladesh,
6/19/2010,India,Pakistan,
6/21/2010,Bangladesh,Pakistan,
6/22/2010,Sri Lanka,India,
8/10/2010,India,New Zealand,
8/16/2010,Sri Lanka,India,
8/13/2010,Sri Lanka,New Zealand,
8/25/2010,India,New Zealand,
8/22/2010,Sri Lanka,India,
8/28/2010,Sri Lanka,India,
10/29/2010,Pakistan,South Africa,Abu Dhabi
10/31/2010,Pakistan,South Africa,Abu Dhabi
11/2/2010,Pakistan,South Africa,
11/5/2010,Pakistan,South Africa,
11/8/2010,Pakistan,South Africa,
10/15/2010,South Africa,Zimbabwe,Bloemfontein
10/17/2010,South Africa,Zimbabwe,Potchefstroom
10/22/2010,South Africa,Zimbabwe,Benoni
1/9/2011,South Africa,India,Durban
1/12/2011,South Africa,India,Durban
1/15/2011,South Africa,India,Johannesburg
1/18/2011,South Africa,India,Cape Town
1/21/2011,South Africa,India,Port Elizabeth
1/23/2011,South Africa,India,Centurion
10/20/2010,India,Australia,Visakhapatnam
8/18/2010,Ireland,Netherlands,Dublin
9/6/2010,Canada,Ireland,Skating and Curling Club
1/31/2011,Sri Lanka,West Indies,Colombo
2/3/2011,Sri Lanka,West Indies,Colombo
2/6/2011,Sri Lanka,West Indies,Colombo
8/14/2010,Nepal,United States of America,Pianoro
8/14/2010,Argentina,Tanzania,Navile
8/17/2010,Italy,Argentina,Pianoro
8/18/2010,Argentina,Nepal,Navile
8/20/2010,Argentina,United States of America,Pianoro
8/20/2010,Cayman Islands,Nepal,Medicina
8/20/2010,Italy,Tanzania,Navile
8/21/2010,Italy,United States of America,Pianoro
8/21/2010,Argentina,Cayman Islands,Navile
11/28/2010,India,New Zealand,Guwahati
12/1/2010,India,New Zealand,Jaipur
12/4/2010,India,New Zealand,Vadodara
12/7/2010,India,New Zealand,Bangalore
12/10/2010,India,New Zealand,Chennai
8/19/2010,Nepal,United States of America,Pianoro
1/22/2011,New Zealand,Pakistan,Wellington
1/26/2011,New Zealand,Pakistan,
1/29/2011,New Zealand,Pakistan,Christchurch
2/1/2011,New Zealand,Pakistan,Napier
2/3/2011,New Zealand,Pakistan,Hamilton
2/5/2011,New Zealand,Pakistan,Auckland
6/28/2011,England,Sri Lanka,London
7/1/2011,England,Sri Lanka,Leeds
7/3/2011,England,Sri Lanka,London
7/6/2011,England,Sri Lanka,Nottingham
9/3/2011,England,India,Chester-le-Street
9/6/2011,England,India,Southampton
9/11/2011,England,India,London
10/5/2010,Bangladesh,New Zealand,Mirpur
10/11/2010,Bangladesh,New Zealand,Mirpur
10/14/2010,Bangladesh,New Zealand,Mirpur
10/17/2010,Bangladesh,New Zealand,Mirpur
8/25/2011,Ireland,England,Dublin
12/1/2010,Bangladesh,Zimbabwe,Mirpur
12/3/2010,Bangladesh,Zimbabwe,Mirpur
12/6/2010,Bangladesh,Zimbabwe,Mirpur
12/12/2010,Bangladesh,Zimbabwe,Chittagong
4/21/2011,West Indies,Pakistan,St Lucia
4/23/2011,West Indies,Pakistan,St Lucia
4/25/2011,West Indies,Pakistan,St Lucia
4/28/2011,West Indies,Pakistan,Barbados
5/2/2011,West Indies,Pakistan,Barbados
5/5/2011,West Indies,Pakistan,Guyana
6/4/2011,West Indies,India,Trinidad
6/6/2011,West Indies,India,Trinidad
6/8/2011,West Indies,India,Trinidad
6/11/2011,West Indies,India,Antigua
6/13/2011,West Indies,India,Antigua
6/16/2011,West Indies,India,Jamaica
4/12/2011,Rajasthan Royals,Delhi Daredevils,Jaipur
4/12/2011,Royal Challengers Bangalore,Mumbai Indians,Bangalore
4/13/2011,Pune Warriors,Kochi Tuskers Kerala,Mumbai
4/15/2011,Rajasthan Royals,Kolkata Knight Riders,Jaipur
4/17/2011,Pune Warriors,Delhi Daredevils,Mumbai
4/22/2011,Mumbai Indians,Chennai Super Kings,Mumbai
4/22/2011,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata
4/23/2011,Delhi Daredevils,Kings XI Punjab,Delhi
4/26/2011,Delhi Daredevils,Royal Challengers Bangalore,Delhi
5/9/2011,Rajasthan Royals,Chennai Super Kings,Jaipur
5/19/2011,Pune Warriors,Kolkata Knight Riders,Mumbai
4/9/2011,Bangladesh,Australia,Mirpur
4/11/2011,Bangladesh,Australia,Mirpur
4/13/2011,Bangladesh,Australia,Mirpur
6/29/2011,Scotland,Netherlands,Aberdeen
10/19/2011,South Africa,Australia,Centurion
10/23/2011,South Africa,Australia,Port Elizabeth
10/28/2011,South Africa,Australia,Durban
1/11/2012,South Africa,Sri Lanka,Paarl
1/14/2012,South Africa,Sri Lanka,East London
1/17/2012,South Africa,Sri Lanka,Bloemfontein
1/20/2012,South Africa,Sri Lanka,Kimberley
1/22/2012,South Africa,Sri Lanka,Johannesburg
8/10/2011,Sri Lanka,Australia,
8/14/2011,Sri Lanka,Australia,Hambantota
8/16/2011,Sri Lanka,Australia,Hambantota
8/20/2011,Sri Lanka,Australia,Colombo
8/22/2011,Sri Lanka,Australia,Colombo
2/5/2012,Australia,India,
2/8/2012,India,Sri Lanka,Perth
2/10/2012,Australia,Sri Lanka,Perth
2/12/2012,Australia,India,
2/14/2012,India,Sri Lanka,
2/17/2012,Australia,Sri Lanka,
2/19/2012,Australia,India,Brisbane
2/24/2012,Australia,Sri Lanka,Hobart
2/26/2012,Australia,India,
2/28/2012,India,Sri Lanka,Hobart
3/2/2012,Australia,Sri Lanka,
3/4/2012,Australia,Sri Lanka,Brisbane
3/6/2012,Australia,Sri Lanka,
3/8/2012,Australia,Sri Lanka,
2/3/2012,New Zealand,Zimbabwe,Dunedin
2/6/2012,New Zealand,Zimbabwe,Whangarei
2/9/2012,New Zealand,Zimbabwe,Napier
2/25/2012,New Zealand,South Africa,Wellington
2/29/2012,New Zealand,South Africa,Napier
3/3/2012,New Zealand,South Africa,Auckland
10/14/2011,India,England,Hyderabad
10/17/2011,India,England,Delhi
10/20/2011,India,England,Chandigarh
10/23/2011,India,England,Mumbai
10/25/2011,India,England,Kolkata
8/12/2011,Zimbabwe,Bangladesh,
8/14/2011,Zimbabwe,Bangladesh,
8/16/2011,Zimbabwe,Bangladesh,
8/19/2011,Zimbabwe,Bangladesh,Bulawayo
8/21/2011,Zimbabwe,Bangladesh,Bulawayo
9/8/2011,Zimbabwe,Pakistan,Bulawayo
9/11/2011,Zimbabwe,Pakistan,
9/14/2011,Zimbabwe,Pakistan,
9/19/2011,Ireland,Canada,Dublin
9/20/2011,Ireland,Canada,Dublin
12/23/2011,Sydney Thunder,Adelaide Strikers,Sydney
1/1/2012,Hobart Hurricanes,Sydney Thunder,Hobart
1/12/2012,Melbourne Renegades,Brisbane Heat,Melbourne
1/18/2012,Sydney Sixers,Perth Scorchers,
10/20/2011,Zimbabwe,New Zealand,
10/22/2011,Zimbabwe,New Zealand,
10/25/2011,Zimbabwe,New Zealand,Bulawayo
10/21/2011,South Africa,England,Potchefstroom
10/23/2011,South Africa,England,Potchefstroom
10/25/2011,South Africa,England,Potchefstroom
11/11/2011,Pakistan,Sri Lanka,
11/14/2011,Pakistan,Sri Lanka,
11/18/2011,Pakistan,Sri Lanka,
11/20/2011,Pakistan,Sri Lanka,
11/23/2011,Pakistan,Sri Lanka,Abu Dhabi
2/13/2012,England,Pakistan,Abu Dhabi
2/15/2012,England,Pakistan,Abu Dhabi
2/18/2012,England,Pakistan,
2/21/2012,England,Pakistan,
10/13/2011,Bangladesh,West Indies,Mirpur
10/15/2011,Bangladesh,West Indies,Mirpur
10/18/2011,Bangladesh,West Indies,Chittagong
9/19/2012,Australia,Ireland,Colombo
9/19/2012,Afghanistan,India,Colombo
9/23/2012,New Zealand,Pakistan,
9/23/2012,England,India,Colombo
9/30/2012,South Africa,West Indies,
10/1/2012,India,Pakistan,
6/24/2012,England,West Indies,Nottingham
6/16/2012,England,West Indies,Southampton
6/19/2012,England,West Indies,London
6/23/2012,Ireland,Australia,Belfast
6/29/2012,England,Australia,London
7/1/2012,England,Australia,London
7/7/2012,England,Australia,Chester-le-Street
7/10/2012,England,Australia,Manchester
8/28/2012,England,South Africa,Southampton
